gene_symbol,logFC,moderated_t,p_value
CEBPZ,-0.43235210055678164,-4.278177725848532,0.00010845063187295022
CSHL1,0.310717118489077,4.278169765847673,0.00010845331680590235
SSBP3,-0.3382899257047076,-4.27633654904593,0.00010907339982987707
FAM50B,-0.32840911410111717,-4.2741391129523505,0.00010982124603684392
ATP1B3,-0.3665967212562582,-4.273526589415738,0.0001100305956101642
PSMD13,-0.3392030923782424,-4.272613675891981,0.00011034333701328013
MTMR9,-0.3125853679462396,-4.272476934477841,0.00011039025594508585
MTOR,-0.3101033145964186,-4.271173931716269,0.00011083832338001451
SPATA7,-0.3251435040951456,-4.270557478443516,0.00011105092377238658
RNF20,-0.4317920181327558,-4.268644195186417,0.00011171331128932786
NDUFS4,-0.3604850190716653,-4.266902490873405,0.00011231965297859548
FAM156A,-0.338679729389042,-4.266155646851617,0.00011258063664153022
REV3L,-0.3583619286767109,-4.265805203371065,0.00011270330279857378
DCUN1D4,-0.34284338411321746,-4.265704386872596,0.00011273861590043015
NOTUM,-0.37878410277929153,-4.265245121869079,0.00011289961997911631
MOCS2,-0.34756635463160834,-4.264662875049459,0.00011310406063466674
SRI,-0.38786634656937624,-4.26464402316375,0.00011311068601981273
PPP2CA,-0.3918393554807579,-4.2621375194345505,0.00011399496704635698
ABHD6,-0.3426833215965187,-4.2610220917763355,0.00011439065208495225
NUP93,-0.3404865413748718,-4.260014219175552,0.00011474933693043079
ABHD3,-0.34662017050396343,-4.259670736002324,0.00011487182764032688
SERGEF,-0.31620345640142555,-4.259646722582698,0.00011488039592366073
SNAPC5,-0.3023703193922568,-4.257948936865381,0.0001154877718670342
PSMC3,-0.35099430142646193,-4.2560967624223,0.0001161539576405738
CYP2A13,0.3083815139136908,4.255909509737791,0.00011622151681693937
UBXN4,-0.33996113341890444,-4.253194477164541,0.00011720540115340134
CLEC2B,-0.3331630569863774,-4.252353940707086,0.0001175116439827095
DTD1,-0.3358652040097082,-4.2510406398379175,0.00011799170003278334
BRE,-0.34093138640297316,-4.250880193433085,0.0001180504797819736
OSBPL8,-0.445168996760439,-4.250495093744977,0.00011819167828392036
CTSC,-0.32729930237140636,-4.250484869495925,0.00011819542929698417
RETN,0.2887049050252724,4.250333823132024,0.00011825085785819079
SEC22B,-0.3294405713107311,-4.2496636924244315,0.00011849707796469796
ZDHHC8,-0.3821605132894904,-4.2487344706741,0.00011883932228889078
CNOT2,-0.33256079450951204,-4.2479531182096295,0.0001191278514994934
ATP6V1H,-0.3319625930479654,-4.247830884365771,0.00011917305050794547
ARPC1B,-0.4433947682714273,-4.247145064998062,0.00011942696008992875
GSR,-0.34419152037929845,-4.245926301227946,0.00011987948500645847
MRPS34,-0.3421972556219903,-4.245673590809402,0.00011997352535213245
AP2B1,-0.3752124248727179,-4.245117619813373,0.00012018067079740256
DAAM2,-0.35241935435314997,-4.243237674347173,0.00012088369751286934
GRN,-0.36518846913650116,-4.242700603778207,0.00012108527758618258
TAF10,-0.39778382794365863,-4.241661323591469,0.00012147628593257962
UAP1,-0.44106272007634617,-4.241647248423084,0.00012148158988618379
PRPF6,-0.32645951180613864,-4.241153341576139,0.00012166785235222388
TAX1BP3,-0.3882870262301261,-4.23953722975216,0.0001222792727930433
RABEPK,-0.3362295810349567,-4.239422150786488,0.00012232292464418136
NUDT4,-0.38442274982718827,-4.239052936388599,0.00012246307811672873
TXNL1,-0.4678458627111073,-4.238884919586713,0.00012252690905611342
NOSIP,-0.3311759534582355,-4.238727102954136,0.00012258689445773053
FAM134C,-0.35642279347421413,-4.238057048803191,0.00012284189857044155
NUDCD2,-0.42646661627257176,-4.237688644672393,0.00012298232362277457
CCNC,-0.34355353677246336,-4.236881116504516,0.0001232906786956865
VPS25,-0.32213088684693403,-4.235727244911007,0.0001237325956129371
TESK1,-0.35010544015161427,-4.235088048764845,0.00012397806423361968
JPH2,-0.29673445033083434,-4.234089066286226,0.00012436265311157143
TEFM,-0.34378621243832785,-4.233755297469802,0.00012449140705539626
MAGT1,-0.3221475386483921,-4.2332157528517484,0.000124699815932039
SAMD13,-0.3554269705443185,-4.231932835558788,0.00012519673489499753
SS18,-0.30068200925143174,-4.231911230204058,0.00012520511994015498
COPS6,-0.3158686660724288,-4.229429898461293,0.0001261717819638951
ALDH1A3,-0.3269630306953445,-4.229233560823624,0.00012624858030707754
HPS6,-0.33413018190443955,-4.228125480931093,0.00012668286706044726
WAPL,-0.3122199074952102,-4.228022864390225,0.0001267231589920888
LUM,-0.44201218766340167,-4.227504638210068,0.00012692682941847636
TNS1,-0.3175115542889677,-4.224714655064232,0.00012802883690503006
TXNRD1,-0.3162966325201775,-4.224095516892685,0.0001282746519322742
AP2M1,-0.33891584578753065,-4.2239759614034025,0.00012832217182245936
TBPL1,-0.34800577930694343,-4.223382232177171,0.0001285584169195393
CTDNEP1,-0.42127923618800245,-4.222824566604802,0.00012878069891837705
BLCAP,-0.36396436022938294,-4.222744055831848,0.00012881282098378227
ARAF,-0.34983626219409114,-4.222609390301434,0.00012886656711465897
CD28,0.3238165596132764,4.2222701903826465,0.00012900204164825255
SRBD1,-0.3205756363505863,-4.220268021740198,0.0001298045332458898
LSM2,-0.4123871691124943,-4.219571328697262,0.000130084916807749
METTL2A,-0.3939935479559089,-4.218788171054873,0.00013040080377660308
ANKS1A,-0.31663489280240287,-4.218392402574206,0.00013056072182818517
C2orf49,-0.32333169760091796,-4.218347513678627,0.0001305788721535692
FAM189A2,-0.33784671475165595,-4.217282983225475,0.0001310100256639492
ALS2,-0.3422605676856305,-4.217026248136755,0.00013111421566666244
NXPE3,-0.3896975715106442,-4.21414004827908,0.000132291092607064
NUPR1,-0.3536224164618642,-4.212614500422374,0.00013291730860717424
ZW10,-0.3114388409224118,-4.212093361869341,0.00013313189089035827
OR8G5,0.3043341604214129,4.21166921939157,0.00013330678391611892
BORCS7,-0.3165455630989834,-4.211450038587497,0.0001333972498775534
SFT2D1,-0.3562046110110705,-4.209194513350384,0.00013433169615777722
TCEA2,0.30088585101251486,4.208304838079584,0.0001347020357442562
POLD2,-0.32184577059717334,-4.208111743722451,0.0001347825454242378
TMPRSS3,0.307427607004689,4.207353197319674,0.00013509927218570856
TBC1D22A,-0.32103087742336556,-4.206738481526559,0.00013535647597474407
RASA3,-0.3214474300445629,-4.204265514388988,0.00013639602878821774
EED,-0.3322375615854124,-4.20390662324465,0.00013654754054072965
HIBCH,-0.32296722626772134,-4.20252994454602,0.00013713025261884783
EZR,-0.3264895439803611,-4.202131196712464,0.0001372994848494083
MRPS7,-0.3164190424014113,-4.2018609524669825,0.00013741429482025538
CNN3,-0.36711051319514343,-4.200734403924966,0.00013789390522231534
UBR5,-0.3428578601603889,-4.200675732774035,0.00013791892824304144
FUBP1,-0.29928735998009215,-4.2004365004128825,0.0001380210057994765
SACM1L,-0.4197427132239384,-4.20042001969443,0.00013802804063623366
SYT10,0.29968948067103,4.200221575158582,0.00013811277466623518
PIGX,-0.36198268722482085,-4.200207887322772,0.00013811862111964718
TRAPPC12,-0.3157830583855217,-4.198875872901687,0.0001386887179512038
MAD2L2,-0.3934070023926348,-4.198713738810641,0.00013875826723632316
TADA3,-0.5172566106900004,-4.198654850002823,0.00013878353669202214
SMC3,-0.29717112408234336,-4.196357753985089,0.0001397727421508653
TRMT10C,-0.3210594600654322,-4.196290133084859,0.00013980196593137078
LASP1,-0.3574612675887018,-4.194084833605983,0.00014075830618871145
SLC24A3,-0.36996651628179233,-4.193574684394634,0.00014098044252633664
CERS1,-0.3077760852109953,-4.1932764598964525,0.00014111045799008627
FAM217A,0.2892605552144064,4.193114196184954,0.0001411812484301705
ENOSF1,-0.3184913363557023,-4.192591265019406,0.00014140962230419732
XKR6,0.3151468429447578,4.191983429325192,0.00014167552850947318
MAP3K2,-0.34542097018412243,-4.188407848611424,0.00014324961848653813
TP53BP2,-0.3198092448397045,-4.1879868243316825,0.00014343608635486037
HSD17B4,-0.3674531319468932,-4.186857615578951,0.00014393737263111768
ZMYM2,-0.3342557607892188,-4.186253461838209,0.00014420627411651176
AK1,-0.309767975171636,-4.185911593318588,0.00014435865266530478
SRSF9,-0.3510388877577604,-4.185822721953739,0.00014439829036100665
GJB2,0.31308250575209906,4.185624741656256,0.00014448663012169363
EHD1,-0.3790461224226189,-4.184933489685144,0.0001447954836170145
CYP27C1,0.3453313498064768,4.184757260735898,0.00014487432620744883
C1orf21,-0.3409397439013644,-4.184372803782286,0.00014504647270812185
TSPO2,0.29736211210773916,4.1827833551907485,0.0001457602926627857
CRTAP,-0.29910595197721435,-4.182604790522081,0.0001458406996657999
UBE2Q2,-0.3680789319669353,-4.182553772438026,0.0001458636808633887
NUP35,-0.31984304924613904,-4.182450008275689,0.00014591043253481758
DNAJB2,-0.3259254991382119,-4.181758860124566,0.00014622220727777117
OR10A6,0.282531236344858,4.178389492097911,0.0001477514471149685
PLEKHA3,-0.3209389492169765,-4.177635477394534,0.0001480957982190136
RGCC,-0.4054887962826398,-4.1770226091701,0.00014837626563047785
GJA5,0.3008905346199441,4.176020137597505,0.00014883614454570235
TTLL2,0.30183343389029393,4.1756005796164555,0.0001490290270663132
ACADM,-0.30640961457931803,-4.175094745886737,0.00014926189708648393
SCRN2,-0.3086365299145931,-4.174253894058948,0.00014964978439765598
RBBP5,-0.36151712430660365,-4.173412373963226,0.00015003896407927636
WDYHV1,-0.32650575775153035,-4.173050009845337,0.00015020685126231122
SLC17A5,-0.30868469516727715,-4.170680215452077,0.0001513093276127637
AP3S2,-0.2847685164219692,-4.169342219213539,0.00015193527157652344
MAP6D1,-0.31342727028355166,-4.168634972761329,0.00015226715628740038
C14orf28,-0.32447832237821306,-4.166527440056033,0.00015326034100004787
RNF10,-0.31376749021747563,-4.164615250176181,0.00015416693289422586
SPATA31A7,0.30085558275290303,4.164317819993609,0.00015430841716061383
KIAA1033,-0.3430658860192034,-4.163467327007915,0.0001547136862361531
CCDC115,-0.31879066714854376,-4.162599668125374,0.0001551282043507047
OR2J2,0.3058509206226383,4.161808252207325,0.0001555072420085854
MAPKAPK5,-0.3404006407247312,-4.16166109321491,0.0001555778212495951
METTL25,-0.3197921915023233,-4.159887612882119,0.00015643086388959782
C2CD5,-0.31464130911311317,-4.159438995972706,0.0001566473698495552
WDR7,-0.30126629319359055,-4.158148248424097,0.00015727192514508972
RNF138,0.3046386863015719,4.157914929326501,0.0001573850802547991
MYC,-0.34304812455205214,-4.155694894197539,0.0001584657308849234
ECM2,-0.3413469596809129,-4.155622851597213,0.00015850092009115206
FERMT2,-0.31690234593111244,-4.155586816792253,0.0001585185241484574
NDUFB4,-0.33705213917411503,-4.155159427211329,0.00015872746188396128
POGK,-0.3143917292656754,-4.155018837027156,0.00015879625079798522
NCOA1,-0.3289361831911515,-4.15495939597229,0.0001588253432581516
BHLHE41,-0.34176812299705006,-4.1548179903547675,0.00015889457282683295
RSAD2,-0.3556586084057357,-4.154691938031962,0.00015895631050418302
ADK,-0.3130534167869482,-4.153872979537795,0.00015935798834222105
TERF1,-0.35726464882176645,-4.152843864885919,0.00015986414533216754
TGM4,0.3158642293285766,4.152523055815578,0.0001600222513519627
NCOA4,-0.31180974028982256,-4.152400635991941,0.00016008262432602396
ATP6V1A,-0.32500779014009884,-4.150454734310586,0.0001610452582348259
GLI2,0.3106201292400544,4.1504168440985145,0.00016106405834054983
REXO4,-0.3165311838366861,-4.150402597274819,0.00016107112778524093
SLITRK4,-0.45701072711611024,-4.149900593566118,0.0001613204212141691
LIX1L,-0.3130530991319679,-4.149869187538033,0.0001613360298401751
SLC43A3,-0.35315880906299646,-4.148774406447373,0.00016188105104968258
TXNDC5,-0.38425717193990605,-4.14859542262083,0.00016197032611102582
MYOZ1,-0.28933503557454365,-4.148392013978687,0.00016207184224329807
SH3YL1,-0.35114818369118894,-4.147298966005788,0.00016261841782785685
ZNF12,-0.3472165078861331,-4.147129616149415,0.00016270326132451668
SLC9A6,-0.29418604693392036,-4.146572509064847,0.00016298267391759127
JPH1,-0.2925328664420127,-4.1463463432475285,0.00016309623898390488
TRIP11,-0.320278680432487,-4.146091896964493,0.00016322409676399187
CCDC36,0.3052573160812499,4.145823381137683,0.0001633591303456953
PTPN12,-0.3461553415078714,-4.145374000092119,0.00016358536261657292
TSPAN13,-0.33887276220996665,-4.143319366254134,0.00016462362404916662
FAM47B,0.28811351375151506,4.142185587438974,0.0001651992995272417
FN1,-0.44762981925752365,-4.141965503399202,0.00016531127420557412
USP37,-0.33183204513918885,-4.141065650426587,0.00016576987264515573
MRPS18A,-0.35315106730813417,-4.141017274713229,0.00016579456178715353
TATDN1,-0.4378369880911167,-4.140930928071285,0.00016583863876721414
RABL6,-0.3340954484343146,-4.14044391005299,0.00016608745857304904
EDEM3,-0.3573401188090787,-4.140430742172655,0.00016609419115386385
SMARCD1,-0.32538988497779175,-4.14034684237491,0.0001661370943699179
CTSF,-0.35903276253042593,-4.13942082890119,0.00016661134095111627
OR1S1,0.3235614166445693,4.138438219965668,0.00016711601476555627
FANCE,-0.3192695420390207,-4.138039371824529,0.00016732129031228285
CKM,-0.29013394205155785,-4.13775317878801,0.00016746873693290886
GPR84,0.2821795853477644,4.137121103975036,0.0001677948305410732
SLC30A9,-0.35265565242999874,-4.136549466603925,0.0001680902766250937
GOLPH3L,-0.3274596734643366,-4.136355153512912,0.00016819082114101345
LAMP1,-0.32187117093698414,-4.13347637289788,0.0001696872877908449
GNPDA2,-0.3217472911232201,-4.133063808262794,0.0001699028098864499
REG4,0.3089353319992788,4.13235706038278,0.00017027263205524382
GTDC1,-0.32371117828942164,-4.1322929216918824,0.00017030623289984525
SIRPG,0.2926590370556444,4.131874561553026,0.00017052556109568636
RABL3,-0.2832593232060796,-4.128859775552326,0.0001721142407296497
ARL2BP,-0.3307254632531633,-4.128346396174922,0.00017238620545388284
VAPB,-0.31206107962276175,-4.128038558724627,0.00017254948428202453
PSMA3,-0.34981010080084873,-4.1242840893813755,0.00017455304184376362
PTDSS2,-0.31742566118944837,-4.124140041607358,0.00017463036208277538
CCSAP,0.28722618884315687,4.122672688550861,0.00017541989364368486
AGPAT1,-0.3165976665304281,-4.1223593659975615,0.00017558893154550327
CCDC66,-0.31080719723305605,-4.121068313376394,0.00017628713144402593
RPS2,-0.32848358527590515,-4.120708220793603,0.0001764823509676907
SAV1,-0.3223460155592702,-4.119376177718181,0.00017720633274002595
RMDN3,-0.33199380793716726,-4.118723925589095,0.00017756189404979531
SUPT16H,-0.2983316841355782,-4.118595263361772,0.00017763211352363932
DNPEP,-0.3138401966616775,-4.117914483272321,0.00017800411059443782
MRPS22,-0.36177333383582966,-4.113225559968799,0.000180586957556061
ASUN,-0.320784662065409,-4.113056764656018,0.0001806806141710873
ELN,0.3170223083904746,4.113052211685962,0.00018068314105604912
SMARCC1,-0.2871775307033194,-4.11301889887596,0.0001807016306145939
ACAD8,-0.2942755178714441,-4.112854353457562,0.00018079298504187916
TMPRSS15,0.3018913476932319,4.112155000378559,0.00018118176290905533
DIAPH2,-0.31085840456891867,-4.1117035694694755,0.00018143315046014176
CTPS2,-0.2863043801750641,-4.111668054034906,0.00018145294228569616
UBE4B,-0.31497986924284205,-4.1105779017705775,0.00018206147954197773
TMEM9,-0.44651849092464,-4.110546922375494,0.00018207880165526283
PPT1,-0.3691217913829784,-4.110156168913478,0.00018229742910151977
CD58,-0.35859346190722663,-4.109154215603731,0.0001828591930655166
CARS2,-0.3037162716383691,-4.108207806063738,0.00018339136335784997
CTDSP1,-0.3772947527303332,-4.107699272694376,0.0001836779365349298
RYR3,-0.3867293832015529,-4.107100733340728,0.00018401578936445853
NEFL,0.28264911470001913,4.106108578737231,0.00018457715647579985
FDFT1,-0.3185480925025671,-4.104650257657445,0.00018540531143848972
CLOCK,-0.33408610022094787,-4.104170971222405,0.0001856782789139196
HSDL1,-0.2974458019401982,-4.103114689565504,0.00018628124406886289
SECISBP2L,-0.2825221027579842,-4.102839183250826,0.00018643882662107157
EEPD1,-0.312864412144358,-4.1026831155967,0.00018652815090066492
C9orf78,-0.31598609547106316,-4.102290243936032,0.00018675319288529102
SAAL1,-0.31103461395560184,-4.1019963018410115,0.00018692173959550343
ZNF620,-0.36946322869999515,-4.101163547411836,0.00018740004644085054
PALD1,-0.3092630742240936,-4.100809602176652,0.00018760370167166763
LMNA,-0.35469235152066503,-4.100703676617955,0.00018766469166707906
ATP6V0C,-0.3768561718450997,-4.0999657998411765,0.00018809008353975253
KLHL4,0.3136083922696336,4.099550083600776,0.0001883301605900381
ZNF492,-0.43346557257982377,-4.0984156176695326,0.00018898683616442355
CASR,0.30326910190331524,4.098082828892866,0.00018917989051796103
OR5L2,0.28961785307880256,4.096751766765351,0.00018995397551960493
NPRL2,-0.3066176233572516,-4.096293394928209,0.0001902212567702487
VAPA,-0.3583033580921027,-4.095977370003993,0.00019040574729517492
ZNF502,-0.303666034250499,-4.095719435197151,0.0001905564547947935
PKHD1,0.29503972237852955,4.095624731873063,0.00019061181768975372
C19orf12,-0.3335581730464381,-4.095283531434098,0.00019081141092518463
PNPT1,-0.2891136164659436,-4.095058264293911,0.00019094329773871913
AKAP8,-0.3063550989601884,-4.092722080282066,0.00019231630285368925
RND3,-0.3397233851689143,-4.092608990613807,0.00019238301040343193
C5orf15,-0.32222734668061237,-4.092170068324143,0.00019264212838346635
NT5C3B,-0.31109226508654175,-4.092085597680155,0.00019269203463549784
IMMP2L,-0.3333127318193496,-4.090774778447045,0.00019346809697763228
RBM26,-0.3290734471586847,-4.090718312469014,0.00019350159557062946
CNTF,0.30221953373136395,4.08957858763387,0.00019417894872199103
CMTM8,-0.34259786418278537,-4.088320841666578,0.0001949291222523082
MASP1,0.2859239333881973,4.087868325353781,0.0001951997117884169
MYBBP1A,-0.2946699336075199,-4.08600596579508,0.0001963171938806172
ARSD,0.2930369978434238,4.085343266825764,0.00019671633696270242
TNFAIP2,-0.31921639042761873,-4.085293882069573,0.00019674611296636058
PPP1R3C,-0.3854471560398718,-4.084740344660509,0.0001970801626369844
C15orf61,-0.34577695020906496,-4.084493100627079,0.00019722954816336354
ISY1,-0.2958576483229368,-4.084444920531517,0.0001972586715376343
PCDHGB5,0.28930747603766993,4.0843971493644355,0.0001972875518596594
GPX3,-0.3883013863667367,-4.083713605247814,0.00019770124321750318
ATG12,-0.3364327353263853,-4.083704717820695,0.00019770662758042518
CAST,-0.5456848822801806,-4.082866964968877,0.00019821481345893028
WDR48,-0.2949051570541511,-4.08212180641095,0.0001986678992045628
SGK3,-0.4512460797487605,-4.080971209223253,0.00019936948802775137
PCGF2,-0.30020608842656094,-4.080748551511788,0.00019950553410465248
CSMD1,0.284854945419349,4.079652832426502,0.00020017634671989175
TRIM4,-0.3386243974138151,-4.079208774675464,0.00020044882889147224
DSC1,0.29807882199180813,4.078981566717273,0.00020058838751640975
KCNMB1,-0.3097722832767912,-4.078019874864596,0.00020118013822273807
